index,phone_number,cluster,plan_name,category,estimated_cost,suitability,final_score,rank
4725,989-5586,3,Ultra Unlimited 499,Ultra,510.8,0.809,0.649,3
4726,777-9978,3,Unlimited Talk 399,Unlimited,401.72,0.805,0.702,1
4726,777-9978,3,All-Rounder 299,All-Rounder,356.94,0.717,0.68,2
4726,777-9978,3,Ultra Unlimited 499,Ultra,501.52,0.805,0.652,3
4727,795-5679,1,Unlimited Talk 399,Unlimited,411.43,0.815,0.702,1
4727,795-5679,1,All-Rounder 299,All-Rounder,355.8,0.739,0.692,2
4727,795-5679,1,Ultra Unlimited 499,Ultra,510.54,0.815,0.652,3
4728,776-7988,3,Unlimited Talk 399,Unlimited,400.82,0.813,0.706,1
4728,776-7988,3,All-Rounder 299,All-Rounder,345.18,0.741,0.698,2
4728,776-7988,3,Ultra Unlimited 499,Ultra,500.69,0.813,0.656,3
4729,999-6956,3,Night Owl 199,Night,261.89,0.671,0.705,1
4729,999-6956,3,All-Rounder 299,All-Rounder,333.7,0.716,0.691,2
4729,999-6956,3,Midnight Max 299,Midnight,344.53,0.698,0.677,3
4730,775-5599,2,Unlimited Talk 399,Unlimited,400.96,0.817,0.708,1
4730,775-5599,2,All-Rounder 299,All-Rounder,357.7,0.728,0.685,2
4730,775-5599,2,Ultra Unlimited 499,Ultra,500.82,0.817,0.658,3
4731,959-9999,2,Unlimited Talk 399,Unlimited,411.54,0.821,0.705,1
4731,959-9999,2,All-Rounder 299,All-Rounder,365.4,0.726,0.68,2
4731,959-9999,2,Ultra Unlimited 499,Ultra,510.65,0.821,0.655,3
4732,955-7758,2,Unlimited Talk 399,Unlimited,401.72,0.807,0.703,1
4732,955-7758,2,All-Rounder 299,All-Rounder,351.74,0.73,0.689,2
4732,955-7758,2,Ultra Unlimited 499,Ultra,501.52,0.807,0.653,3
4733,799-7966,1,Unlimited Talk 399,Unlimited,411.54,0.814,0.701,1
4733,799-7966,1,All-Rounder 299,All-Rounder,358.42,0.735,0.688,2
4733,799-7966,1,Ultra Unlimited 499,Ultra,510.65,0.814,0.652,3
4734,796-8768,1,Unlimited Talk 399,Unlimited,410.42,0.807,0.698,1
4734,796-8768,1,All-Rounder 299,All-Rounder,359.48,0.728,0.684,2
4734,796-8768,1,Ultra Unlimited 499,Ultra,509.61,0.807,0.649,3
4735,795-5755,5,Unlimited Talk 399,Unlimited,411.52,0.812,0.7,1
4735,795-5755,5,All-Rounder 299,All-Rounder,356.99,0.736,0.69,2
4735,795-5755,5,Ultra Unlimited 499,Ultra,510.62,0.812,0.651,3
4736,797-7579,3,Unlimited Talk 399,Unlimited,410.37,0.819,0.704,1
4736,797-7579,3,All-Rounder 299,All-Rounder,363.73,0.729,0.683,2
4736,797-7579,3,Ultra Unlimited 499,Ultra,509.56,0.819,0.655,3
4737,779-9676,2,Unlimited Talk 399,Unlimited,411.43,0.811,0.7,1
4737,779-9676,2,All-Rounder 299,All-Rounder,360.46,0.726,0.683,2
4737,779-9676,2,Ultra Unlimited 499,Ultra,510.54,0.811,0.65,3
4738,987-9878,2,Unlimited Talk 399,Unlimited,411.52,0.819,0.704,1
4738,987-9878,2,All-Rounder 299,All-Rounder,360.09,0.73,0.685,2
4738,987-9878,2,Ultra Unlimited 499,Ultra,510.62,0.819,0.654,3
4739,777-8855,5,Unlimited Talk 399,Unlimited,400.65,0.808,0.704,1
4739,777-8855,5,All-Rounder 299,All-Rounder,347.28,0.743,0.698,2
4739,777-8855,5,Ultra Unlimited 499,Ultra,500.53,0.808,0.654,3
4740,999-6998,5,Unlimited Talk 399,Unlimited,411.43,0.813,0.701,1
4740,999-6998,5,All-Rounder 299,All-Rounder,359.44,0.733,0.687,2
4740,999-6998,5,Ultra Unlimited 499,Ultra,510.54,0.813,0.651,3
4741,759-8955,2,Unlimited Talk 399,Unlimited,401.38,0.811,0.705,1
4741,759-8955,2,All-Rounder 299,All-Rounder,349.62,0.738,0.694,2
4741,759-8955,2,Ultra Unlimited 499,Ultra,501.21,0.811,0.655,3
4742,778-9898,3,Unlimited Talk 399,Unlimited,401.46,0.808,0.703,1
4742,778-9898,3,All-Rounder 299,All-Rounder,349.04,0.736,0.693,2
4742,778-9898,3,Ultra Unlimited 499,Ultra,501.29,0.808,0.653,3
4743,776-6997,3,Unlimited Talk 399,Unlimited,410.4,0.813,0.701,1
4743,776-6997,3,All-Rounder 299,All-Rounder,357.61,0.736,0.689,2
4743,776-6997,3,Ultra Unlimited 499,Ultra,509.58,0.813,0.652,3
4744,988-6566,3,Unlimited Talk 399,Unlimited,411.32,0.82,0.704,1
4744,988-6566,3,All-Rounder 299,All-Rounder,366.44,0.726,0.68,2
4744,988-6566,3,Ultra Unlimited 499,Ultra,510.44,0.82,0.655,3
4745,775-9599,2,Unlimited Talk 399,Unlimited,400.85,0.81,0.705,1
4745,775-9599,2,All-Rounder 299,All-Rounder,350.02,0.74,0.695,2
4745,775-9599,2,Ultra Unlimited 499,Ultra,500.72,0.81,0.655,3
4746,755-7895,1,Unlimited Talk 399,Unlimited,401.63,0.812,0.705,1
4746,755-7895,1,All-Rounder 299,All-Rounder,349.5,0.74,0.695,2
4746,755-7895,1,Ultra Unlimited 499,Ultra,501.44,0.812,0.655,3
4747,798-5996,2,Unlimited Talk 399,Unlimited,401.41,0.813,0.706,1
4747,798-5996,2,All-Rounder 299,All-Rounder,351.5,0.738,0.693,2
4747,798-5996,2,Ultra Unlimited 499,Ultra,501.24,0.813,0.656,3
4748,779-8975,2,Unlimited Talk 399,Unlimited,400.88,0.814,0.707,1
4748,779-8975,2,All-Rounder 299,All-Rounder,360.98,0.727,0.683,2
4748,779-8975,2,Ultra Unlimited 499,Ultra,500.74,0.814,0.657,3
4749,779-9689,5,All-Rounder 299,All-Rounder,342.49,0.71,0.684,1
4749,779-9689,5,Unlimited Talk 399,Unlimited,400.23,0.762,0.681,2
4749,779-9689,5,Day Pro 349,Day,376.72,0.728,0.676,3
4750,765-7689,2,Unlimited Talk 399,Unlimited,411.32,0.82,0.704,1
4750,765-7689,2,All-Rounder Pro 399,All-Rounder,418.04,0.808,0.695,2
4750,765-7689,2,Ultra Unlimited 499,Ultra,510.44,0.82,0.655,3
4751,789-7586,2,Unlimited Talk 399,Unlimited,400.96,0.809,0.704,1
4751,789-7586,2,All-Rounder 299,All-Rounder,361.08,0.717,0.678,2
4751,789-7586,2,Ultra Unlimited 499,Ultra,500.82,0.809,0.654,3
4752,776-5859,3,Unlimited Talk 399,Unlimited,410.2,0.817,0.703,1
4752,776-5859,3,All-Rounder 299,All-Rounder,356.17,0.738,0.691,2
4752,776-5859,3,Ultra Unlimited 499,Ultra,509.4,0.817,0.654,3
4753,987-8996,2,Unlimited Talk 399,Unlimited,401.35,0.81,0.704,1
4753,987-8996,2,All-Rounder 299,All-Rounder,347.65,0.745,0.699,2
4753,987-8996,2,Ultra Unlimited 499,Ultra,501.18,0.81,0.654,3
4754,798-5758,3,Unlimited Talk 399,Unlimited,411.46,0.825,0.707,1
4754,798-5758,3,All-Rounder Pro 399,All-Rounder,415.39,0.811,0.698,2
4754,798-5758,3,Ultra Unlimited 499,Ultra,510.57,0.825,0.657,3
4755,798-8578,3,Unlimited Talk 399,Unlimited,401.49,0.813,0.706,1
4755,798-8578,3,All-Rounder 299,All-Rounder,354.84,0.732,0.689,2
4755,798-8578,3,Ultra Unlimited 499,Ultra,501.31,0.813,0.656,3
4756,997-6778,3,Unlimited Talk 399,Unlimited,401.72,0.818,0.708,1
4756,997-6778,3,All-Rounder 299,All-Rounder,350.21,0.74,0.695,2
4756,997-6778,3,Ultra Unlimited 499,Ultra,501.52,0.818,0.658,3
4757,798-6779,2,Unlimited Talk 399,Unlimited,400.57,0.81,0.705,1
4757,798-6779,2,All-Rounder 299,All-Rounder,351.77,0.74,0.694,2
4757,798-6779,2,Ultra Unlimited 499,Ultra,500.46,0.81,0.655,3
4758,788-6579,3,Unlimited Talk 399,Unlimited,411.43,0.809,0.699,1
4758,788-6579,3,All-Rounder 299,All-Rounder,359.19,0.727,0.684,2
4758,788-6579,3,Ultra Unlimited 499,Ultra,510.54,0.809,0.649,3
4759,768-6988,5,All-Rounder 299,All-Rounder,348.11,0.709,0.68,1
4759,768-6988,5,Unlimited Talk 399,Unlimited,411.46,0.772,0.68,2
4759,768-6988,5,Day Pro 349,Day,390.67,0.714,0.662,3
4760,758-9586,1,Unlimited Talk 399,Unlimited,411.71,0.813,0.701,1
4760,758-9586,1,All-Rounder Pro 399,All-Rounder,420.8,0.802,0.691,2
4760,758-9586,1,Ultra Unlimited 499,Ultra,510.8,0.813,0.651,3
4761,785-7598,2,Unlimited Talk 399,Unlimited,401.52,0.812,0.705,1
4761,785-7598,2,All-Rounder 299,All-Rounder,346.58,0.747,0.7,2
4761,785-7598,2,Ultra Unlimited 499,Ultra,501.34,0.812,0.655,3
4762,775-8985,3,Unlimited Talk 399,Unlimited,410.37,0.813,0.701,1
4762,775-8985,3,All-Rounder 299,All-Rounder,358.1,0.734,0.688,2
4762,775-8985,3,Ultra Unlimited 499,Ultra,509.56,0.813,0.652,3
4763,777-9577,2,Unlimited Talk 399,Unlimited,401.24,0.813,0.706,1
4763,777-9577,2,All-Rounder 299,All-Rounder,350.94,0.74,0.695,2
4763,777-9577,2,Ultra Unlimited 499,Ultra,501.08,0.813,0.656,3
4764,788-7896,3,Night Owl 199,Night,248.39,0.68,0.716,1
4764,788-7896,3,All-Rounder 299,All-Rounder,327.28,0.704,0.688,2
4764,788-7896,3,Midnight Max 299,Midnight,336.2,0.7,0.682,3
4765,985-6799,1,Unlimited Talk 399,Unlimited,411.46,0.81,0.699,1
4765,985-6799,1,All-Rounder 299,All-Rounder,360.28,0.731,0.685,2
4765,985-6799,1,Ultra Unlimited 499,Ultra,510.57,0.81,0.65,3
4766,766-9697,3,Unlimited Talk 399,Unlimited,410.4,0.809,0.699,1
4766,766-9697,3,All-Rounder 299,All-Rounder,362.73,0.727,0.682,2
4766,766-9697,3,Ultra Unlimited 499,Ultra,509.58,0.809,0.65,3
4767,797-8585,2,Unlimited Talk 399,Unlimited,411.32,0.809,0.699,1
4767,797-8585,2,All-Rounder 299,All-Rounder,359.1,0.73,0.685,2
4767,797-8585,2,Ultra Unlimited 499,Ultra,510.44,0.809,0.649,3
4768,758-5985,2,Night Owl 199,Night,252.24,0.671,0.709,1
4768,758-5985,2,All-Rounder 299,All-Rounder,326.26,0.711,0.692,2
4768,758-5985,2,Midnight Max 299,Midnight,336.57,0.695,0.679,3
4769,789-8757,1,Unlimited Talk 399,Unlimited,411.43,0.818,0.703,1
4769,789-8757,1,All-Rounder Pro 399,All-Rounder,419.51,0.806,0.693,2
4769,789-8757,1,Ultra Unlimited 499,Ultra,510.54,0.818,0.654,3
4770,799-7686,3,Night Owl 199,Night,216.22,0.66,0.722,1
4770,799-7686,3,All-Rounder 299,All-Rounder,324.79,0.687,0.681,2
4770,799-7686,3,Midnight Max 299,Midnight,312.71,0.663,0.675,3
4771,996-8857,3,Unlimited Talk 399,Unlimited,411.8,0.8,0.694,1
4771,996-8857,3,All-Rounder 299,All-Rounder,354.12,0.727,0.686,2
4771,996-8857,3,Ultra Unlimited 499,Ultra,510.88,0.8,0.645,3
4772,998-8958,5,Unlimited Talk 399,Unlimited,401.13,0.809,0.704,1
4772,998-8958,5,All-Rounder 299,All-Rounder,350.15,0.74,0.695,2
4772,998-8958,5,Ultra Unlimited 499,Ultra,500.98,0.809,0.654,3
4773,785-7869,2,Unlimited Talk 399,Unlimited,411.57,0.813,0.701,1
4773,785-7869,2,All-Rounder 299,All-Rounder,356.59,0.737,0.69,2
4773,785-7869,2,Ultra Unlimited 499,Ultra,510.67,0.813,0.651,3
4774,797-7587,2,Unlimited Talk 399,Unlimited,411.52,0.821,0.705,1
4774,797-7587,2,All-Rounder 299,All-Rounder,364.96,0.727,0.681,2
4774,797-7587,2,Ultra Unlimited 499,Ultra,510.62,0.821,0.655,3
4775,775-5565,3,Unlimited Talk 399,Unlimited,401.35,0.82,0.709,1
4775,775-5565,3,All-Rounder 299,All-Rounder,345.42,0.745,0.7,2
4775,775-5565,3,Ultra Unlimited 499,Ultra,501.18,0.82,0.659,3
4776,999-7895,1,Unlimited Talk 399,Unlimited,411.32,0.815,0.702,1
4776,999-7895,1,All-Rounder Pro 399,All-Rounder,419.68,0.799,0.69,2
4776,999-7895,1,Ultra Unlimited 499,Ultra,510.44,0.815,0.652,3
4777,985-9556,3,Night Owl 199,Night,264.15,0.66,0.698,1
4777,985-9556,3,All-Rounder 299,All-Rounder,335.46,0.707,0.686,2
4777,985-9556,3,Midnight Max 299,Midnight,344.56,0.699,0.677,3
4778,799-7765,3,Unlimited Talk 399,Unlimited,410.34,0.814,0.702,1
4778,799-7765,3,All-Rounder 299,All-Rounder,362.92,0.73,0.684,2
4778,799-7765,3,Ultra Unlimited 499,Ultra,509.53,0.814,0.652,3
4779,779-5779,3,Unlimited Talk 399,Unlimited,411.43,0.802,0.695,1
4779,779-5779,3,All-Rounder 299,All-Rounder,352.45,0.73,0.689,2
4779,779-5779,3,Ultra Unlimited 499,Ultra,510.54,0.802,0.646,3
4780,775-7689,2,Unlimited Talk 399,Unlimited,411.99,0.809,0.699,1
4780,775-7689,2,All-Rounder 299,All-Rounder,360.77,0.727,0.683,2
4780,775-7689,2,Ultra Unlimited 499,Ultra,511.06,0.809,0.649,3
4781,985-9975,4,Unlimited Talk 399,Unlimited,411.46,0.814,0.701,1
4781,985-9975,4,All-Rounder 299,All-Rounder,355.78,0.738,0.691,2
4781,985-9975,4,Ultra Unlimited 499,Ultra,510.57,0.814,0.652,3
4782,799-9579,3,Unlimited Talk 399,Unlimited,411.74,0.815,0.702,1
4782,799-9579,3,All-Rounder 299,All-Rounder,357.68,0.736,0.689,2
4782,799-9579,3,Ultra Unlimited 499,Ultra,510.83,0.815,0.652,3
4783,758-7557,1,All-Rounder Pro 399,All-Rounder,404.84,0.82,0.708,1
4783,758-7557,1,Unlimited Talk 399,Unlimited,401.41,0.807,0.703,2
4783,758-7557,1,Ultra Unlimited 499,Ultra,501.24,0.807,0.653,3
4784,789-6659,3,Unlimited Talk 399,Unlimited,401.69,0.817,0.708,1
4784,789-6659,3,All-Rounder 299,All-Rounder,352.1,0.738,0.693,2
4784,789-6659,3,Ultra Unlimited 499,Ultra,501.5,0.817,0.658,3
4785,776-9579,5,Unlimited Talk 399,Unlimited,411.74,0.811,0.7,1
4785,776-9579,5,All-Rounder 299,All-Rounder,359.95,0.729,0.685,2
4785,776-9579,5,Ultra Unlimited 499,Ultra,510.83,0.811,0.65,3
4786,799-8959,5,Unlimited Talk 399,Unlimited,411.54,0.804,0.696,1
4786,799-8959,5,All-Rounder 299,All-Rounder,350.7,0.74,0.695,2
4786,799-8959,5,Ultra Unlimited 499,Ultra,510.65,0.804,0.647,3
4787,797-5559,3,Unlimited Talk 399,Unlimited,400.65,0.812,0.706,1
4787,797-5559,3,All-Rounder 299,All-Rounder,350.57,0.739,0.694,2
4787,797-5559,3,Ultra Unlimited 499,Ultra,500.53,0.812,0.656,3
4788,789-9785,2,Unlimited Talk 399,Unlimited,401.49,0.81,0.704,1
4788,789-9785,2,All-Rounder 299,All-Rounder,348.5,0.742,0.697,2
4788,789-9785,2,Ultra Unlimited 499,Ultra,501.31,0.81,0.654,3
4789,777-8566,2,Unlimited Talk 399,Unlimited,410.2,0.819,0.704,1
4789,777-8566,2,All-Rounder Pro 399,All-Rounder,415.41,0.813,0.699,2
4789,777-8566,2,Ultra Unlimited 499,Ultra,509.4,0.819,0.655,3
4790,795-9597,2,Unlimited Talk 399,Unlimited,411.57,0.827,0.708,1
4790,795-9597,2,All-Rounder 299,All-Rounder,360.43,0.729,0.684,2
4790,795-9597,2,Ultra Unlimited 499,Ultra,510.67,0.827,0.658,3
4791,776-5589,3,Unlimited Talk 399,Unlimited,410.42,0.809,0.699,1
4791,776-5589,3,All-Rounder 299,All-Rounder,359.1,0.727,0.684,2
4791,776-5589,3,Ultra Unlimited 499,Ultra,509.61,0.809,0.65,3
4792,756-5897,5,Unlimited Talk 399,Unlimited,401.66,0.813,0.706,1
4792,756-5897,5,All-Rounder 299,All-Rounder,348.62,0.734,0.693,2
4792,756-5897,5,Ultra Unlimited 499,Ultra,501.47,0.813,0.656,3
4793,757-5888,2,Night Owl 199,Night,261.66,0.673,0.706,1
4793,757-5888,2,All-Rounder 299,All-Rounder,335.07,0.713,0.689,2
4793,757-5888,2,Midnight Max 299,Midnight,342.28,0.707,0.682,3
4794,797-7588,1,Unlimited Talk 399,Unlimited,411.43,0.809,0.699,1
4794,797-7588,1,All-Rounder 299,All-Rounder,359.1,0.732,0.686,2
4794,797-7588,1,Ultra Unlimited 499,Ultra,510.54,0.809,0.649,3
4795,999-5786,5,Unlimited Talk 399,Unlimited,411.46,0.82,0.704,1
4795,999-5786,5,All-Rounder 299,All-Rounder,365.88,0.727,0.681,2
4795,999-5786,5,Ultra Unlimited 499,Ultra,510.57,0.82,0.655,3
4796,788-9585,3,Unlimited Talk 399,Unlimited,412.3,0.814,0.701,1
4796,788-9585,3,All-Rounder 299,All-Rounder,363.43,0.729,0.683,2
4796,788-9585,3,Ultra Unlimited 499,Ultra,511.35,0.814,0.651,3
4797,777-5958,1,Unlimited Talk 399,Unlimited,411.49,0.812,0.7,1
4797,777-5958,1,All-Rounder 299,All-Rounder,357.11,0.735,0.689,2
4797,777-5958,1,Ultra Unlimited 499,Ultra,510.6,0.812,0.651,3
4798,986-7777,1,Unlimited Talk 399,Unlimited,411.52,0.81,0.699,1
4798,986-7777,1,All-Rounder 299,All-Rounder,358.99,0.73,0.686,2
4798,986-7777,1,Ultra Unlimited 499,Ultra,510.62,0.81,0.65,3
4799,775-7687,5,Unlimited Talk 399,Unlimited,401.38,0.811,0.705,1
4799,775-7687,5,All-Rounder 299,All-Rounder,353.26,0.733,0.69,2
4799,775-7687,5,Ultra Unlimited 499,Ultra,501.21,0.811,0.655,3
4800,759-7788,2,Unlimited Talk 399,Unlimited,410.31,0.816,0.703,1
4800,759-7788,2,All-Rounder Pro 399,All-Rounder,418.2,0.802,0.692,2
4800,759-7788,2,Ultra Unlimited 499,Ultra,509.5,0.816,0.653,3
4801,789-9599,3,Unlimited Talk 399,Unlimited,410.31,0.812,0.701,1
4801,789-9599,3,All-Rounder 299,All-Rounder,366.88,0.724,0.679,2
4801,789-9599,3,Ultra Unlimited 499,Ultra,509.5,0.812,0.651,3
4802,755-8588,3,Unlimited Talk 399,Unlimited,401.46,0.815,0.707,1
4802,755-8588,3,All-Rounder 299,All-Rounder,344.58,0.744,0.7,2
4802,755-8588,3,Ultra Unlimited 499,Ultra,501.29,0.815,0.657,3
4803,999-5985,1,Unlimited Talk 399,Unlimited,410.37,0.803,0.696,1
4803,999-5985,1,All-Rounder 299,All-Rounder,363.59,0.713,0.675,2
4803,999-5985,1,Ultra Unlimited 499,Ultra,509.56,0.803,0.647,3
4804,788-9899,5,Unlimited Talk 399,Unlimited,400.57,0.816,0.708,1
4804,788-9899,5,All-Rounder 299,All-Rounder,351.91,0.74,0.694,2
4804,788-9899,5,Ultra Unlimited 499,Ultra,500.46,0.816,0.658,3
4805,768-6859,5,Unlimited Talk 399,Unlimited,411.71,0.819,0.704,1
4805,768-6859,5,All-Rounder 299,All-Rounder,367.73,0.725,0.679,2
4805,768-6859,5,Ultra Unlimited 499,Ultra,510.8,0.819,0.654,3
4806,755-5895,2,Unlimited Talk 399,Unlimited,411.49,0.817,0.703,1
4806,755-5895,2,All-Rounder 299,All-Rounder,359.26,0.735,0.688,2
4806,755-5895,2,Ultra Unlimited 499,Ultra,510.6,0.817,0.653,3
4807,766-5577,2,Unlimited Talk 399,Unlimited,411.43,0.806,0.697,1
4807,766-5577,2,All-Rounder 299,All-Rounder,366.3,0.721,0.677,2
4807,766-5577,2,Ultra Unlimited 499,Ultra,510.54,0.806,0.648,3
4808,999-9999,4,Night Owl 199,Night,251.67,0.673,0.711,1
4808,999-9999,4,All-Rounder 299,All-Rounder,327.97,0.706,0.689,2
4808,999-9999,4,Midnight Max 299,Midnight,333.31,0.706,0.686,3
4809,989-8796,3,Unlimited Talk 399,Unlimited,411.52,0.813,0.701,1
4809,989-8796,3,All-Rounder Pro 399,All-Rounder,420.78,0.802,0.691,2
4809,989-8796,3,Ultra Unlimited 499,Ultra,510.62,0.813,0.651,3
4810,777-5995,3,Unlimited Talk 399,Unlimited,411.43,0.815,0.702,1
4810,777-5995,3,All-Rounder 299,All-Rounder,365.13,0.725,0.68,2
4810,777-5995,3,Ultra Unlimited 499,Ultra,510.54,0.815,0.652,3
4811,989-9979,2,Unlimited Talk 399,Unlimited,400.62,0.808,0.704,1
4811,989-9979,2,All-Rounder 299,All-Rounder,349.1,0.74,0.695,2
4811,989-9979,2,Ultra Unlimited 499,Ultra,500.51,0.808,0.654,3
4812,767-9765,5,Unlimited Talk 399,Unlimited,411.46,0.82,0.704,1
4812,767-9765,5,All-Rounder 299,All-Rounder,366.8,0.725,0.679,2
4812,767-9765,5,Ultra Unlimited 499,Ultra,510.57,0.82,0.655,3
4813,778-7599,5,Unlimited Talk 399,Unlimited,411.43,0.82,0.704,1
4813,778-7599,5,All-Rounder 299,All-Rounder,362.66,0.73,0.684,2
4813,778-7599,5,Ultra Unlimited 499,Ultra,510.54,0.82,0.655,3
4814,998-5995,2,Unlimited Talk 399,Unlimited,400.62,0.809,0.704,1
4814,998-5995,2,All-Rounder 299,All-Rounder,352.35,0.735,0.691,2
4814,998-5995,2,Ultra Unlimited 499,Ultra,500.51,0.809,0.654,3
4815,795-9779,1,Unlimited Talk 399,Unlimited,400.82,0.81,0.705,1
4815,795-9779,1,All-Rounder 299,All-Rounder,347.3,0.743,0.698,2
4815,795-9779,1,Ultra Unlimited 499,Ultra,500.69,0.81,0.655,3
4816,795-6878,2,Unlimited Talk 399,Unlimited,401.41,0.813,0.706,1
4816,795-6878,2,All-Rounder 299,All-Rounder,355.35,0.737,0.691,2
4816,795-6878,2,Ultra Unlimited 499,Ultra,501.24,0.813,0.656,3
4817,778-5968,5,Unlimited Talk 399,Unlimited,401.35,0.805,0.702,1
4817,778-5968,5,All-Rounder 299,All-Rounder,351.72,0.732,0.69,2
4817,778-5968,5,Ultra Unlimited 499,Ultra,501.18,0.805,0.652,3
4818,779-7995,3,Unlimited Talk 399,Unlimited,411.71,0.82,0.704,1
4818,779-7995,3,All-Rounder 299,All-Rounder,356.5,0.738,0.691,2
4818,779-7995,3,Ultra Unlimited 499,Ultra,510.8,0.82,0.655,3
4819,999-5686,2,Unlimited Talk 399,Unlimited,411.71,0.827,0.708,1
4819,999-5686,2,All-Rounder Pro 399,All-Rounder,423.25,0.795,0.686,2
4819,999-5686,2,Ultra Unlimited 499,Ultra,510.8,0.827,0.658,3
4820,985-9589,1,Unlimited Talk 399,Unlimited,400.26,0.812,0.706,1
4820,985-9589,1,All-Rounder 299,All-Rounder,349.1,0.744,0.697,2
4820,985-9589,1,Ultra Unlimited 499,Ultra,500.17,0.812,0.656,3
4821,787-5689,2,Unlimited Talk 399,Unlimited,411.46,0.803,0.696,1
4821,787-5689,2,All-Rounder 299,All-Rounder,365.08,0.71,0.672,2
4821,787-5689,2,Ultra Unlimited 499,Ultra,510.57,0.803,0.646,3
4822,988-7797,1,Unlimited Talk 399,Unlimited,401.44,0.806,0.702,1
4822,988-7797,1,All-Rounder 299,All-Rounder,353.85,0.732,0.689,2
4822,988-7797,1,Ultra Unlimited 499,Ultra,501.26,0.806,0.652,3
4823,757-5958,5,Unlimited Talk 399,Unlimited,411.46,0.817,0.703,1
4823,757-5958,5,All-Rounder Pro 399,All-Rounder,416.89,0.81,0.697,2
4823,757-5958,5,Ultra Unlimited 499,Ultra,510.57,0.817,0.653,3
4824,986-5875,3,Unlimited Talk 399,Unlimited,411.74,0.812,0.7,1
4824,986-5875,3,All-Rounder 299,All-Rounder,357.17,0.736,0.689,2
4824,986-5875,3,Ultra Unlimited 499,Ultra,510.83,0.812,0.651,3
4825,989-9965,2,Unlimited Talk 399,Unlimited,411.43,0.812,0.7,1
4825,989-9965,2,All-Rounder 299,All-Rounder,360.63,0.727,0.683,2
4825,989-9965,2,Ultra Unlimited 499,Ultra,510.54,0.812,0.651,3
4826,795-5999,2,Unlimited Talk 399,Unlimited,410.31,0.813,0.701,1
4826,795-5999,2,All-Rounder 299,All-Rounder,371.38,0.712,0.67,2
4826,795-5999,2,Ultra Unlimited 499,Ultra,509.5,0.813,0.652,3
4827,796-7995,1,Unlimited Talk 399,Unlimited,411.82,0.815,0.702,1
4827,796-7995,1,All-Rounder 299,All-Rounder,355.77,0.739,0.692,2
4827,796-7995,1,Ultra Unlimited 499,Ultra,510.91,0.815,0.652,3
4828,768-9587,2,Unlimited Talk 399,Unlimited,411.43,0.814,0.701,1
4828,768-9587,2,All-Rounder 299,All-Rounder,362.98,0.729,0.683,2
4828,768-9587,2,Ultra Unlimited 499,Ultra,510.54,0.814,0.652,3
4829,785-7966,3,Unlimited Talk 399,Unlimited,411.49,0.807,0.698,1
4829,785-7966,3,All-Rounder 299,All-Rounder,366.55,0.722,0.678,2
4829,785-7966,3,Ultra Unlimited 499,Ultra,510.6,0.807,0.648,3
4830,779-5899,0,All-Rounder 299,All-Rounder,330.11,0.731,0.7,1
4830,779-5899,0,Night Owl 199,Night,265.46,0.664,0.699,2
4830,779-5899,0,Midnight Max 299,Midnight,344.47,0.684,0.67,3
4831,765-9999,3,Unlimited Talk 399,Unlimited,400.96,0.812,0.706,1
4831,765-9999,3,All-Rounder 299,All-Rounder,350.8,0.741,0.695,2
4831,765-9999,3,Ultra Unlimited 499,Ultra,500.82,0.812,0.656,3
4832,798-7565,2,Unlimited Talk 399,Unlimited,400.62,0.818,0.709,1
4832,798-7565,2,All-Rounder 299,All-Rounder,356.55,0.733,0.688,2
4832,798-7565,2,Ultra Unlimited 499,Ultra,500.51,0.818,0.659,3
4833,789-7789,2,Unlimited Talk 399,Unlimited,401.13,0.811,0.705,1
4833,789-7789,2,All-Rounder 299,All-Rounder,350.25,0.738,0.694,2
4833,789-7789,2,Ultra Unlimited 499,Ultra,500.98,0.811,0.655,3
4834,999-9797,2,Unlimited Talk 399,Unlimited,410.45,0.815,0.702,1
4834,999-9797,2,All-Rounder 299,All-Rounder,364.44,0.728,0.682,2
4834,999-9797,2,Ultra Unlimited 499,Ultra,509.63,0.815,0.653,3
4835,757-9788,3,Unlimited Talk 399,Unlimited,411.32,0.811,0.7,1
4835,757-9788,3,All-Rounder 299,All-Rounder,358.21,0.734,0.688,2
4835,757-9788,3,Ultra Unlimited 499,Ultra,510.44,0.811,0.65,3
4836,776-7587,5,Unlimited Talk 399,Unlimited,411.57,0.822,0.705,1
4836,776-7587,5,All-Rounder 299,All-Rounder,361.14,0.73,0.684,2
4836,776-7587,5,Ultra Unlimited 499,Ultra,510.67,0.822,0.656,3
4837,768-7786,3,Unlimited Talk 399,Unlimited,411.43,0.817,0.703,1
4837,768-7786,3,All-Rounder Pro 399,All-Rounder,418.85,0.803,0.692,2
4837,768-7786,3,Ultra Unlimited 499,Ultra,510.54,0.817,0.653,3
4838,796-9596,1,Unlimited Talk 399,Unlimited,401.69,0.806,0.702,1
4838,796-9596,1,All-Rounder 299,All-Rounder,350.79,0.733,0.691,2
4838,796-9596,1,Ultra Unlimited 499,Ultra,501.5,0.806,0.652,3
4839,778-9577,1,Night Owl 199,Night,242.44,0.702,0.73,1
4839,778-9577,1,All-Rounder 299,All-Rounder,324.65,0.715,0.695,2
4839,778-9577,1,Midnight Max 299,Midnight,330.28,0.713,0.691,3
4840,775-9997,3,Unlimited Talk 399,Unlimited,401.69,0.819,0.709,1
