phone_number,account_length,vmail_message,day_mins,day_calls,day_charge,eve_mins,eve_calls,eve_charge,night_mins,night_calls,night_charge,intl_mins,intl_calls,intl_charge,custserv_calls,churn,total_mins,total_calls,total_charge,day_mins_share,eve_mins_share,night_mins_share,intl_mins_share,avg_mins_per_call,Cluster
347-4626,114,31,222.8,98,37.88,180.5,105,15.34,151.3,101,6.81,13.0,4,3.51,0,False,567.6,308.0,63.54,0.39252995066948554,0.3180056377730796,0.2665609584214235,0.022903453136011276,1.842857142857143,0
344-8498,63,25,190.0,137,32.3,116.6,76,9.91,141.5,110,6.37,12.2,2,3.29,1,False,460.3,325.0,51.86999999999999,0.4127742776450141,0.25331305670215076,0.3074082120356289,0.02650445361720617,1.4163076923076923,0
349-3005,130,0,271.8,129,46.21,237.2,128,20.16,210.1,91,9.45,8.7,2,2.35,4,True,727.8000000000001,350.0,78.17,0.37345424567188784,0.32591371255839513,0.2886782082989832,0.011953833470733716,2.0794285714285716,4
371-3498,122,29,195.4,83,33.22,268.2,93,22.8,168.0,95,7.56,8.4,6,2.27,3,False,640.0,277.0,65.85,0.3053125,0.4190625,0.2625,0.013125000000000001,2.3104693140794224,0
367-4853,166,0,199.6,93,33.93,214.3,99,18.22,196.8,110,8.86,7.2,5,1.94,3,False,617.9000000000001,307.0,62.949999999999996,0.32302961644279005,0.3468198737659815,0.3184981388574203,0.011652370933808057,2.0127035830618896,4
422-3454,62,0,100.0,98,17.0,173.5,95,14.75,218.0,122,9.81,10.1,4,2.73,0,False,501.6,319.0,44.29,0.19936204146730463,0.34589314194577353,0.43460925039872406,0.020135566188197767,1.5724137931034483,4
403-8915,78,21,160.6,85,27.3,223.1,79,18.96,124.0,92,5.58,9.5,1,2.57,2,False,517.2,257.0,54.410000000000004,0.3105181747873163,0.43136117556071146,0.23975251353441607,0.01836813611755607,2.0124513618677042,0
371-2418,148,26,158.7,91,26.98,160.5,127,13.64,218.3,88,9.82,9.9,3,2.67,1,False,547.4,309.0,53.11000000000001,0.2899159663865546,0.29320423821702596,0.39879430032882723,0.018085495067592255,1.7715210355987054,0
411-2977,154,0,154.5,122,26.27,214.2,71,18.21,178.0,105,8.01,12.0,2,3.24,3,True,558.7,300.0,55.730000000000004,0.276534812958654,0.38339001252908533,0.318596742437802,0.021478432074458563,1.8623333333333334,4
389-8163,110,34,192.3,114,32.69,129.3,114,10.99,136.3,102,6.13,6.3,12,1.7,1,False,464.20000000000005,342.0,51.510000000000005,0.41426109435588104,0.27854373115036624,0.2936234381732012,0.013571736320551486,1.357309941520468,0
417-4456,75,0,305.1,106,51.87,188.0,115,15.98,235.4,116,10.59,8.5,5,2.3,0,True,737.0,342.0,80.74,0.41397557666214385,0.25508819538670285,0.3194029850746269,0.011533242876526458,2.154970760233918,4
351-1894,84,38,193.0,106,32.81,153.6,106,13.06,260.4,87,11.72,7.4,5,2.0,2,False,614.4,304.0,59.59,0.3141276041666667,0.25,0.423828125,0.012044270833333334,2.0210526315789474,0
386-6408,113,0,72.5,88,12.33,204.0,112,17.34,117.9,118,5.31,6.6,3,1.78,1,False,401.0,321.0,36.760000000000005,0.18079800498753118,0.5087281795511222,0.2940149625935162,0.01645885286783042,1.249221183800623,4
370-9592,181,40,105.2,61,17.88,341.3,79,29.01,165.7,97,7.46,6.3,3,1.7,2,False,618.5,240.0,56.050000000000004,0.17008892481810833,0.5518189167340339,0.26790622473726755,0.010185933710590137,2.5770833333333334,0
397-9251,51,0,180.5,88,30.69,134.7,102,11.45,170.7,97,7.68,10.0,3,2.7,2,False,495.9,290.0,52.52,0.36398467432950193,0.2716273442226255,0.3442226255293406,0.02016535591853196,1.71,4
395-6913,102,29,214.7,86,36.5,314.3,109,26.72,280.2,110,12.61,14.3,2,3.86,0,False,823.5,307.0,79.69,0.26071645415907707,0.3816636308439587,0.3402550091074681,0.017364905889496053,2.682410423452769,0
332-3804,107,0,86.8,95,14.76,108.1,85,9.19,204.3,87,9.19,13.2,3,3.56,1,False,412.4,270.0,36.7,0.21047526673132883,0.26212415130940836,0.4953928225024249,0.03200775945683802,1.5274074074074073,4
421-1326,88,0,131.5,99,22.36,174.8,128,14.86,184.2,83,8.29,7.9,2,2.13,5,True,498.4,312.0,47.64,0.2638443017656501,0.35072231139646876,0.36958266452648475,0.01585072231139647,1.5974358974358973,4
415-8200,82,0,135.4,102,23.02,237.1,122,20.15,118.3,91,5.32,17.5,4,4.73,0,False,508.3,319.0,53.22,0.26637812315561676,0.46645681684044854,0.23273657289002556,0.034428487113909105,1.5934169278996866,4
371-9414,204,0,174.3,85,29.63,254.1,95,21.6,176.4,96,7.94,5.9,3,1.59,6,False,610.6999999999999,279.0,60.760000000000005,0.2854101850335681,0.41607990830194863,0.28884886196168336,0.009661044702800067,2.1888888888888887,4
347-3895,130,0,203.9,63,34.66,191.8,93,16.3,132.5,125,5.96,12.1,4,3.27,3,False,540.3000000000001,285.0,60.19,0.3773829354062557,0.35498796964649265,0.2452341291874884,0.022394965759763092,1.8957894736842107,4
342-5854,174,0,235.5,108,40.04,142.3,143,12.1,316.7,131,14.25,12.5,5,3.38,0,False,707.0,387.0,69.77,0.3330975954738331,0.2012729844413013,0.44794908062234795,0.01768033946251768,1.82687338501292,4
379-7192,129,0,157.0,113,26.69,256.9,97,21.84,185.5,126,8.35,12.1,2,3.27,2,False,611.5,338.0,60.150000000000006,0.25674570727718726,0.4201144726083401,0.30335241210139,0.019787408013082583,1.8091715976331362,4
394-5753,190,0,111.9,55,19.02,223.0,124,18.96,243.2,81,10.94,10.0,7,2.7,3,False,588.0999999999999,267.0,51.620000000000005,0.1902737629654821,0.3791872130590036,0.41353511307600754,0.01700391089950689,2.2026217228464415,4
390-6932,54,0,236.3,91,40.17,152.8,130,12.99,160.3,98,7.21,11.2,8,3.02,3,False,560.6000000000001,327.0,63.39000000000001,0.42151266500178375,0.2725651088119871,0.28594363182304666,0.0199785943631823,1.7143730886850157,4
394-3171,78,0,163.6,88,27.81,283.4,93,24.09,262.1,108,11.79,8.6,9,2.32,0,False,717.7,298.0,66.00999999999999,0.2279503971018531,0.3948725094050438,0.36519437090706425,0.011982722586038734,2.4083892617449667,4
394-5202,100,29,213.6,127,36.31,175.9,82,14.95,207.2,100,9.32,8.9,3,2.4,1,False,605.6,312.0,62.980000000000004,0.35270805812417433,0.2904557463672391,0.34214002642007924,0.014696169088507266,1.941025641025641,0
348-3777,70,30,143.4,72,24.38,170.0,92,14.45,127.9,68,5.76,9.4,4,2.54,3,False,450.69999999999993,236.0,47.129999999999995,0.3181717328599956,0.3771910361659641,0.2837807854448636,0.02085644552917684,1.9097457627118641,0
407-3949,111,0,78.3,119,13.31,198.2,94,16.85,248.5,94,11.18,12.1,4,3.27,1,False,537.1,311.0,44.61000000000001,0.14578290821076148,0.36901880469186366,0.46266989387451124,0.022528393222863523,1.7270096463022508,4
363-4779,117,0,97.1,98,16.51,228.0,131,19.38,240.0,111,10.8,10.6,3,2.86,1,False,575.7,343.0,49.55,0.16866423484453708,0.396039603960396,0.4168837936425221,0.018412367552544728,1.6784256559766766,4
340-2239,68,0,94.1,93,16.0,147.6,80,12.55,213.5,85,9.61,10.1,2,2.73,0,False,465.3,260.0,40.88999999999999,0.20223511712873413,0.31721470019342357,0.4588437567160971,0.02170642596174511,1.7896153846153846,4
359-3423,27,0,226.3,95,38.47,274.3,109,23.32,242.7,119,10.92,8.2,3,2.21,2,True,751.5,326.0,74.91999999999999,0.30113107119095145,0.3650033266799734,0.32295409181636725,0.010911510312707916,2.3052147239263805,4
382-9297,91,0,133.8,61,22.75,158.8,96,13.5,189.6,92,8.53,10.5,2,2.84,1,False,492.70000000000005,251.0,47.620000000000005,0.27156484676273596,0.3223056626750558,0.38481834787903385,0.021311142683174345,1.962948207171315,4
330-9294,181,27,190.3,93,32.35,249.0,127,21.17,215.7,82,9.71,10.6,4,2.86,1,False,665.6,306.0,66.09,0.2859074519230769,0.37409855769230765,0.3240685096153846,0.015925480769230768,2.1751633986928107,0
362-8763,118,36,294.9,106,50.13,165.7,115,14.08,189.2,63,8.51,9.8,5,2.65,3,False,659.5999999999999,289.0,75.37000000000002,0.44708914493632507,0.2512128562765312,0.2868405093996362,0.014857489387507583,2.2823529411764705,0
403-4816,112,0,185.4,114,31.52,191.4,119,16.27,144.0,78,6.48,10.0,11,2.7,2,False,530.8,322.0,56.97,0.3492840994724944,0.3605877920120573,0.2712886209495102,0.018839487565938208,1.648447204968944,4
371-2155,93,0,179.5,121,30.52,191.9,131,16.31,165.5,125,7.45,12.0,4,3.24,0,False,548.9,381.0,57.52,0.3270176717070505,0.34960830752413924,0.30151211513936965,0.021861905629440702,1.4406824146981627,4
334-1339,102,0,158.0,94,26.86,207.9,100,17.67,190.4,120,8.57,10.1,10,2.73,0,False,566.4,324.0,55.83,0.278954802259887,0.36705508474576276,0.3361581920903955,0.0178319209039548,1.748148148148148,4
341-7412,93,0,173.0,131,29.41,190.4,108,16.18,290.0,66,13.05,10.4,2,2.81,0,False,663.8,307.0,61.45,0.2606206688761675,0.28683338354926186,0.43687857788490514,0.015667369689665565,2.162214983713355,4
375-4770,107,32,134.2,101,22.81,211.9,145,18.01,167.6,138,7.54,8.2,5,2.21,1,False,521.9000000000001,389.0,50.57,0.2571373826403525,0.4060164782525387,0.32113431691894995,0.01571182218815865,1.3416452442159386,0
406-7643,100,32,125.2,123,21.28,230.9,101,19.63,192.0,106,8.64,12.6,9,3.4,3,False,560.7,339.0,52.949999999999996,0.22329231317995363,0.4118066702336365,0.3424291064740503,0.022471910112359546,1.653982300884956,0
415-8164,115,0,195.9,111,33.3,227.0,108,19.3,313.2,113,14.09,13.2,1,3.56,2,False,749.3,333.0,70.25,0.26144401441345255,0.30294941945816095,0.41799012411584147,0.01761644201254504,2.25015015015015,4
354-3545,63,13,214.2,61,36.41,181.2,88,15.4,174.0,68,7.83,10.3,2,2.78,0,False,579.6999999999999,219.0,62.419999999999995,0.36950146627565983,0.3125754700707263,0.30015525271692256,0.017767810936691397,2.647031963470319,4
377-3139,57,0,221.1,101,37.59,236.7,65,20.12,252.3,137,11.35,9.5,1,2.57,0,False,719.5999999999999,304.0,71.63,0.30725403001667595,0.3289327404113397,0.3506114508060034,0.013201778765981102,2.3671052631578946,4
418-7478,119,26,132.0,100,22.44,173.3,121,14.73,203.5,108,9.16,11.6,5,3.13,1,False,520.4,334.0,49.46,0.2536510376633359,0.33301306687163723,0.3910453497309762,0.022290545734050732,1.5580838323353292,0
385-6952,73,0,157.6,92,26.79,198.3,87,16.86,364.9,106,16.42,9.1,4,2.46,1,False,729.9,289.0,62.53,0.21591998903959447,0.2716810521989314,0.4999314974654062,0.012467461296067954,2.5256055363321797,4
381-8593,98,30,110.3,71,18.75,182.4,108,15.5,183.8,88,8.27,11.0,8,2.97,2,False,487.5,275.0,45.489999999999995,0.22625641025641025,0.37415384615384617,0.37702564102564107,0.022564102564102566,1.7727272727272727,0
365-9371,139,0,161.5,121,27.46,192.9,137,16.4,168.3,96,7.57,11.2,13,3.02,0,False,533.9000000000001,367.0,54.45,0.30249110320284694,0.36130361490915897,0.3152275707061247,0.02097771118186926,1.4547683923705725,4
401-7335,31,28,171.8,116,29.21,240.7,125,20.46,245.5,80,11.05,10.6,7,2.86,1,False,668.6,328.0,63.58,0.2569548309901286,0.3600059826503141,0.36718516302722104,0.015854023332336223,2.0384146341463416,0
364-5126,129,32,211.0,99,35.87,155.1,89,13.18,234.8,96,10.57,11.4,5,3.08,1,False,612.3000000000001,289.0,62.699999999999996,0.3446023191246121,0.2533072023517883,0.38347215417279107,0.018618324350808426,2.1186851211072666,0
385-7157,115,0,139.3,89,23.68,192.3,95,16.35,151.0,75,6.8,9.3,3,2.51,7,True,491.90000000000003,262.0,49.339999999999996,0.2831876397641797,0.3909331164870909,0.3069729619841431,0.018906281764586298,1.8774809160305346,4
385-4766,108,0,291.6,99,49.57,221.1,93,18.79,229.2,110,10.31,14.0,9,3.78,2,True,755.9000000000001,311.0,82.45,0.385765312872073,0.2924990078052652,0.30321471094060054,0.018520968382061118,2.4305466237942124,4
390-1760,139,0,139.0,110,23.63,132.9,93,11.3,272.0,120,12.24,12.1,1,3.27,0,False,556.0,324.0,50.440000000000005,0.25,0.2390287769784173,0.4892086330935252,0.021762589928057553,1.7160493827160495,4
365-8831,102,0,234.8,125,39.92,199.2,99,16.93,163.2,88,7.34,10.0,1,2.7,4,False,607.2,313.0,66.89,0.38669301712779974,0.3280632411067193,0.2687747035573122,0.01646903820816864,1.9399361022364219,4
353-4002,149,0,187.6,83,31.89,201.4,81,17.12,264.2,79,11.89,8.8,1,2.38,1,False,662.0,244.0,63.28000000000001,0.28338368580060425,0.3042296072507553,0.39909365558912385,0.013293051359516618,2.7131147540983607,4
367-5923,113,0,159.8,143,27.17,210.1,93,17.86,175.1,86,7.88,13.1,7,3.54,2,False,558.1,329.0,56.45,0.2863286149435585,0.3764558322881204,0.31374305679985665,0.02347249596846443,1.6963525835866262,4
393-9548,131,33,177.1,100,30.11,194.0,85,16.49,253.4,124,11.4,5.2,5,1.4,1,False,629.7,314.0,59.39999999999999,0.2812450373193584,0.3080832142289979,0.40241384786406226,0.008257900587581388,2.0054140127388536,0
362-2356,83,0,117.9,101,20.04,160.4,92,13.63,235.3,150,10.59,11.4,10,3.08,0,False,525.0,353.0,47.34,0.2245714285714286,0.30552380952380953,0.4481904761904762,0.021714285714285714,1.4872521246458923,4
365-2341,96,21,247.6,95,42.09,256.3,150,21.79,158.6,72,7.14,10.8,6,2.92,2,False,673.3,323.0,73.94,0.3677409772761028,0.38066240903015003,0.23555621565424031,0.01604039803950691,2.084520123839009,0
388-8797,98,0,169.9,77,28.88,138.3,155,11.76,142.6,105,6.42,8.5,7,2.3,1,False,459.30000000000007,344.0,49.36,0.36991073372523403,0.30111038536903983,0.31047245808839535,0.01850642281733072,1.3351744186046515,4
400-4713,3,0,185.0,120,31.45,203.7,129,17.31,170.5,89,7.67,14.1,3,3.81,3,False,573.3000000000001,341.0,60.24,0.32269317983603696,0.35531135531135527,0.29740101168672595,0.024594453165881734,1.6812316715542523,4
420-3042,77,17,204.9,84,34.83,201.0,102,17.09,219.7,97,9.89,11.3,5,3.05,0,False,636.8999999999999,288.0,64.86,0.3217145548751767,0.3155911446066887,0.3449521117914901,0.01774218872664469,2.211458333333333,0
396-4171,75,24,225.5,119,38.34,182.0,108,15.47,270.9,106,12.19,9.4,2,2.54,3,False,687.8,335.0,68.54,0.3278569351555685,0.26461180575748766,0.39386449549287583,0.013666763594068045,2.0531343283582086,0
389-8417,40,0,169.7,115,28.85,141.4,123,12.02,253.0,115,11.39,10.5,3,2.84,4,True,574.6,356.0,55.10000000000001,0.29533588583362336,0.24608423250957187,0.4403063000348068,0.018273581621997912,1.6140449438202247,4
339-4068,108,0,239.3,102,40.68,223.4,127,18.99,251.4,104,11.31,10.6,6,2.86,0,False,724.7,339.0,73.84,0.3302056023182006,0.30826548916793156,0.34690216641368843,0.014626742100179384,2.1377581120943954,4
341-4873,100,0,113.3,96,19.26,197.9,89,16.82,284.5,93,12.8,11.7,2,3.16,4,True,607.4000000000001,280.0,52.03999999999999,0.18653276259466575,0.3258149489627922,0.4683898584129074,0.019262430029634504,2.1692857142857145,4
336-2322,16,0,161.9,100,27.52,230.1,138,19.56,148.8,78,6.7,10.2,11,2.75,3,False,551.0,327.0,56.53,0.29382940108892924,0.4176043557168784,0.27005444646098004,0.01851179673321234,1.6850152905198776,4
402-1607,115,16,133.3,110,22.66,185.7,111,15.78,161.5,113,7.27,5.6,4,1.51,2,False,486.1,338.0,47.21999999999999,0.27422341082081875,0.3820201604608105,0.3322361653980662,0.011520263320304463,1.438165680473373,0
379-3037,108,25,170.7,88,29.02,109.9,113,9.34,165.7,99,7.46,8.7,1,2.35,3,False,455.0,301.0,48.17,0.3751648351648351,0.24153846153846156,0.36417582417582417,0.01912087912087912,1.5116279069767442,0
382-1399,107,0,189.7,76,32.25,156.1,65,13.27,244.0,91,10.98,8.3,3,2.24,5,False,598.0999999999999,235.0,58.74,0.3171710416318342,0.26099314495903697,0.4079585353619797,0.013877278047149309,2.545106382978723,4
394-5489,161,0,322.3,100,54.79,230.4,135,19.58,241.5,104,10.87,7.8,5,2.11,2,True,802.0,344.0,87.35000000000001,0.4018703241895262,0.28728179551122196,0.3011221945137157,0.00972568578553616,2.3313953488372094,4
387-6065,147,0,124.4,74,21.15,320.9,78,27.28,157.2,126,7.07,10.4,4,2.81,2,False,612.9,282.0,58.31,0.20296948931310166,0.5235764398759993,0.2564855604503182,0.016968510360580846,2.173404255319149,4
327-6087,107,0,146.9,94,24.97,114.3,111,9.72,114.5,97,5.15,11.4,5,3.08,3,False,387.09999999999997,307.0,42.919999999999995,0.37948850426246455,0.2952725393955051,0.2957892017566521,0.02944975458537846,1.2609120521172636,4
341-8667,120,0,192.6,123,32.74,206.4,105,17.54,283.2,93,12.74,10.8,3,2.92,1,False,693.0,324.0,65.94,0.2779220779220779,0.29783549783549784,0.40865800865800866,0.015584415584415586,2.138888888888889,4
338-9612,107,36,96.3,83,16.37,179.6,91,15.27,166.3,121,7.48,10.3,2,2.78,1,False,452.5,297.0,41.900000000000006,0.21281767955801104,0.39690607734806627,0.36751381215469614,0.02276243093922652,1.5235690235690236,0
364-1134,58,0,131.9,96,22.42,167.6,107,14.25,205.9,106,9.27,14.7,5,3.97,3,False,520.1,314.0,49.91,0.25360507594693327,0.32224572197654294,0.39588540665256683,0.02826379542395693,1.6563694267515925,4
413-4811,91,0,147.2,121,25.02,175.2,87,14.89,136.3,80,6.13,13.3,3,3.59,2,False,472.0,291.0,49.629999999999995,0.311864406779661,0.3711864406779661,0.288771186440678,0.028177966101694915,1.6219931271477663,4
354-4333,13,0,143.1,139,24.33,239.6,88,20.37,221.7,123,9.98,7.1,5,1.92,2,False,611.5,355.0,56.60000000000001,0.23401471790678657,0.3918233851185609,0.362551103843009,0.0116107931316435,1.7225352112676056,4
382-2026,104,0,280.4,127,47.67,179.4,79,15.25,150.6,77,6.78,15.2,6,4.1,5,False,625.6,289.0,73.8,0.4482097186700767,0.2867647058823529,0.24072890025575447,0.024296675191815855,2.164705882352941,4
368-3287,93,31,237.2,85,40.32,213.1,100,18.11,192.7,87,8.67,10.7,4,2.89,1,False,653.7,276.0,69.99,0.3628575799296313,0.32599051552700015,0.2947835398500841,0.016368364693284378,2.3684782608695656,0
367-8298,95,0,184.2,95,31.31,181.6,101,15.44,143.4,113,6.45,12.8,4,3.46,2,False,521.9999999999999,313.0,56.660000000000004,0.35287356321839086,0.34789272030651347,0.274712643678161,0.024521072796934874,1.667731629392971,4
391-1783,104,0,109.1,141,18.55,187.1,140,15.9,216.6,100,9.75,10.0,4,2.7,3,False,522.8,385.0,46.900000000000006,0.2086840091813313,0.35788064269319053,0.4143075745983168,0.01912777352716144,1.3579220779220778,4
393-8762,35,0,138.1,115,23.48,158.2,82,13.45,215.7,118,9.71,10.3,2,2.78,5,True,522.3,317.0,49.42,0.2644074286808348,0.3028910587784798,0.4129810453762206,0.01972046716446487,1.6476340694006308,4
385-1423,62,0,186.8,94,31.76,207.6,92,17.65,195.0,98,8.78,8.8,4,2.38,3,False,598.1999999999999,288.0,60.57,0.31227014376462725,0.34704112337011034,0.3259779338014043,0.014710799063858243,2.077083333333333,4
406-7670,143,0,155.4,112,26.42,290.9,92,24.73,228.4,91,10.28,13.9,5,3.75,1,False,688.5999999999999,300.0,65.18,0.22567528318327043,0.42245135056636657,0.3316874818472263,0.020185884403136803,2.2953333333333332,4
339-5423,62,0,245.3,91,41.7,122.9,130,10.45,228.4,102,10.28,8.5,4,2.3,4,False,605.1,327.0,64.73,0.40538753924971077,0.20310692447529335,0.3774582713601058,0.0140472649148901,1.8504587155963304,4
366-8939,60,0,205.9,97,35.0,277.4,117,23.58,202.0,139,9.09,11.0,2,2.97,0,True,696.3,355.0,70.64,0.2957058739049261,0.3983914979175643,0.29010483986787305,0.015797788309636653,1.9614084507042253,4
353-2391,41,0,207.2,138,35.22,214.1,83,18.2,193.0,105,8.69,11.9,4,3.21,1,False,626.1999999999999,330.0,65.32,0.3308847013733632,0.341903545193229,0.3082082401788566,0.019003513254551265,1.8975757575757575,4
372-4203,34,14,151.5,100,25.76,248.7,126,21.14,199.8,120,8.99,10.7,5,2.89,2,False,610.7,351.0,58.78000000000001,0.24807597838545928,0.4072375962010807,0.3271655477321107,0.01752087768134927,1.73988603988604,4
385-5688,56,0,221.9,112,37.72,278.2,122,23.65,288.1,85,12.96,7.1,5,1.92,0,True,795.3000000000001,324.0,76.25,0.27901420847478936,0.34980510499182693,0.36225323777191,0.008927448761473656,2.45462962962963,4
397-7453,183,0,190.0,100,32.3,246.6,78,20.96,304.2,107,13.69,9.5,4,2.57,1,False,750.3,289.0,69.52,0.2532320405171265,0.3286685325869652,0.405437824870052,0.012661602025856325,2.5961937716262975,4
366-9015,94,0,220.8,111,37.54,156.2,67,13.28,187.9,89,8.46,10.5,4,2.84,2,False,575.4,271.0,62.120000000000005,0.383733055265902,0.27146332985749044,0.32655543969412587,0.018248175182481754,2.1232472324723246,4
356-1654,73,47,173.7,117,29.53,204.0,114,17.34,174.6,94,7.86,6.3,3,1.7,2,False,558.5999999999999,328.0,56.43000000000001,0.31095596133190123,0.36519871106337276,0.31256713211600434,0.011278195488721806,1.7030487804878045,0
337-3932,123,0,114.8,94,19.52,150.0,104,12.75,268.6,119,12.09,9.6,4,2.59,2,False,543.0000000000001,321.0,46.95,0.21141804788213622,0.2762430939226519,0.494659300184162,0.017679558011049718,1.6915887850467293,4
350-1126,64,0,113.8,97,19.35,192.3,97,16.35,214.9,89,9.67,10.4,1,2.81,3,False,531.4,284.0,48.18000000000001,0.21415129845690628,0.36187429431689877,0.40440346255175014,0.019570944674444864,1.8711267605633801,4
416-3649,127,0,143.2,60,24.34,179.5,159,15.26,171.8,122,7.73,6.2,4,1.67,4,True,500.7,345.0,49.0,0.2859996005592171,0.35849810265628124,0.34311963251447974,0.01238266427002197,1.451304347826087,4
349-1726,33,0,184.4,111,31.35,203.8,110,17.32,237.4,100,10.68,9.3,5,2.51,3,False,634.9,326.0,61.86,0.2904394392817767,0.3209954323515515,0.37391715230745004,0.014647976059221926,1.9475460122699386,4
405-1589,27,0,227.4,67,38.66,248.0,115,21.08,61.4,109,2.76,7.8,6,2.11,1,False,544.5999999999999,297.0,64.61,0.4175541681968418,0.4553800954829233,0.11274329783327214,0.01432243848696291,1.8336700336700333,4
366-7560,123,0,224.0,99,38.08,210.7,80,17.91,231.9,75,10.44,2.1,5,0.57,0,False,668.7,259.0,66.99999999999999,0.3349783161357858,0.3150889786152235,0.34679228353521757,0.003140421713772992,2.5818532818532822,4
333-9643,148,0,216.2,95,36.75,185.7,105,15.78,300.0,143,13.5,10.0,5,2.7,2,False,711.9,348.0,68.73,0.30369433909256915,0.2608512431521281,0.42140750105351876,0.014046916701783959,2.0456896551724135,4
